"Date","Price","Open","High","Low","Vol.","Change %"
"10/14/2019","2,966.15","2,965.81","2,972.84","2,962.94","","-0.14%"
"10/11/2019","2,970.27","2,963.07","2,993.28","2,963.07","","1.09%"
"10/10/2019","2,938.13","2,918.55","2,948.46","2,917.12","","0.64%"
"10/09/2019","2,919.40","2,911.10","2,929.32","2,907.41","","0.91%"
"10/08/2019","2,893.06","2,920.40","2,925.47","2,892.66","","-1.56%"
"10/07/2019","2,938.79","2,944.23","2,959.75","2,935.68","","-0.45%"
"10/04/2019","2,952.01","2,918.56","2,953.74","2,918.56","","1.42%"
"10/03/2019","2,910.63","2,885.38","2,911.13","2,855.94","","0.80%"
"10/02/2019","2,887.61","2,924.78","2,924.78","2,874.93","","-1.79%"
"10/01/2019","2,940.25","2,983.69","2,992.53","2,938.70","","-1.23%"
"09/30/2019","2,976.74","2,967.07","2,983.85","2,967.07","","0.50%"
"09/27/2019","2,961.79","2,985.47","2,987.31","2,945.53","","-0.53%"
"09/26/2019","2,977.62","2,985.73","2,987.28","2,963.71","","-0.24%"
"09/25/2019","2,984.87","2,968.35","2,989.82","2,952.86","","0.62%"
"09/24/2019","2,966.60","3,002.43","3,007.98","2,957.73","","-0.84%"
"09/23/2019","2,991.78","2,983.50","2,999.15","2,982.23","","-0.01%"
"09/20/2019","2,992.07","3,008.42","3,016.37","2,984.68","","-0.49%"
"09/19/2019","3,006.79","3,010.36","3,021.99","3,003.16","","0.00%"
"09/18/2019","3,006.73","3,001.50","3,007.83","2,978.57","","0.03%"
"09/17/2019","3,005.70","2,995.67","3,006.21","2,993.73","","0.26%"
"09/16/2019","2,997.96","2,996.41","3,002.19","2,990.67","","-0.31%"
"09/13/2019","3,007.39","3,012.21","3,017.33","3,002.90","","-0.07%"
"09/12/2019","3,009.57","3,009.08","3,020.74","3,000.92","","0.29%"
"09/11/2019","3,000.93","2,981.41","3,000.93","2,975.31","","0.72%"
"09/10/2019","2,979.39","2,971.01","2,979.39","2,957.01","","0.03%"
"09/09/2019","2,978.43","2,988.43","2,989.43","2,969.39","","-0.01%"
"09/06/2019","2,978.71","2,980.33","2,985.03","2,972.51","","0.09%"
"09/05/2019","2,976.00","2,960.60","2,985.86","2,960.60","","1.30%"
"09/04/2019","2,937.78","2,924.67","2,938.84","2,921.86","","1.08%"
"09/03/2019","2,906.27","2,909.01","2,914.39","2,891.85","","-0.69%"
"08/30/2019","2,926.46","2,937.09","2,940.43","2,913.32","","0.06%"
"08/29/2019","2,924.58","2,910.37","2,930.50","2,905.67","","1.27%"
"08/28/2019","2,887.94","2,861.28","2,890.03","2,853.05","","0.65%"
"08/27/2019","2,869.16","2,893.14","2,898.79","2,860.59","","-0.32%"
"08/26/2019","2,878.38","2,866.70","2,879.27","2,856.00","","1.10%"
"08/23/2019","2,847.11","2,911.07","2,927.01","2,834.97","","-2.59%"
"08/22/2019","2,922.95","2,930.94","2,939.08","2,904.51","","-0.05%"
"08/21/2019","2,924.43","2,922.04","2,928.73","2,917.91","","0.82%"
"08/20/2019","2,900.51","2,919.01","2,923.63","2,899.60","","-0.79%"
"08/19/2019","2,923.65","2,913.48","2,931.00","2,913.48","","1.21%"
"08/16/2019","2,888.68","2,864.74","2,893.63","2,864.74","","1.44%"
"08/15/2019","2,847.60","2,846.20","2,856.67","2,825.51","","0.25%"
"08/14/2019","2,840.60","2,894.15","2,894.15","2,839.64","","-2.93%"
"08/13/2019","2,926.32","2,880.72","2,943.31","2,877.05","","1.48%"
"08/12/2019","2,883.75","2,907.07","2,907.58","2,873.14","","-1.20%"
"08/09/2019","2,918.65","2,930.51","2,935.75","2,900.15","","-0.66%"
"08/08/2019","2,938.09","2,896.21","2,938.72","2,894.47","","1.88%"
"08/07/2019","2,883.98","2,858.65","2,892.17","2,825.71","","0.08%"
"08/06/2019","2,881.77","2,861.18","2,884.40","2,847.42","","1.30%"
"08/05/2019","2,844.74","2,898.07","2,898.07","2,822.12","","-2.98%"
"08/02/2019","2,932.05","2,943.90","2,945.50","2,914.11","","-0.73%"
"08/01/2019","2,953.56","2,980.32","3,013.59","2,945.23","","-0.90%"
"07/31/2019","2,980.38","3,016.22","3,017.40","2,958.08","","-1.09%"
"07/30/2019","3,013.18","3,007.66","3,017.19","3,000.94","","-0.26%"
"07/29/2019","3,020.97","3,024.47","3,025.61","3,014.30","","-0.16%"
"07/26/2019","3,025.86","3,013.25","3,027.98","3,012.59","","0.74%"
"07/25/2019","3,003.67","3,016.26","3,016.31","2,997.24","","-0.53%"
"07/24/2019","3,019.56","2,998.77","3,019.59","2,996.82","","0.47%"
"07/23/2019","3,005.47","2,994.74","3,005.90","2,988.56","","0.68%"
"07/22/2019","2,985.03","2,981.93","2,990.71","2,976.65","","0.28%"
"07/19/2019","2,976.61","3,004.26","3,006.02","2,975.86","","-0.62%"
"07/18/2019","2,995.11","2,978.87","2,998.28","2,973.09","","0.36%"
"07/17/2019","2,984.42","3,005.10","3,005.26","2,984.25","","-0.65%"
"07/16/2019","3,004.04","3,012.13","3,015.02","3,001.15","","-0.34%"
"07/15/2019","3,014.30","3,017.80","3,017.80","3,008.77","","0.02%"
"07/12/2019","3,013.77","3,003.36","3,013.92","3,001.87","","0.46%"
"07/11/2019","2,999.91","2,999.62","3,002.33","2,988.80","","0.23%"
"07/10/2019","2,993.07","2,989.30","3,002.98","2,984.62","","0.45%"
"07/09/2019","2,979.63","2,965.52","2,981.90","2,963.44","","0.12%"
"07/08/2019","2,975.95","2,979.77","2,980.76","2,970.09","","-0.48%"
"07/05/2019","2,990.41","2,984.25","2,994.03","2,967.97","","-0.18%"
"07/03/2019","2,995.82","2,978.08","2,995.84","2,977.96","","0.77%"
"07/02/2019","2,973.01","2,964.66","2,973.21","2,955.92","","0.29%"
"07/01/2019","2,964.33","2,971.41","2,977.93","2,952.22","","0.77%"
"06/28/2019","2,941.76","2,932.94","2,943.98","2,929.05","","0.58%"
"06/27/2019","2,924.92","2,919.66","2,929.30","2,918.57","","0.38%"
"06/26/2019","2,913.78","2,926.07","2,932.59","2,912.99","","-0.12%"
"06/25/2019","2,917.38","2,945.78","2,946.52","2,916.01","","-0.95%"
"06/24/2019","2,945.35","2,951.42","2,954.92","2,944.05","","-0.17%"
"06/21/2019","2,950.46","2,952.71","2,964.15","2,946.87","","-0.13%"
"06/20/2019","2,954.18","2,949.60","2,958.06","2,931.50","","0.95%"
"06/19/2019","2,926.46","2,920.55","2,931.74","2,911.43","","0.30%"
"06/18/2019","2,917.75","2,906.71","2,930.79","2,905.44","","0.97%"
"06/17/2019","2,889.67","2,889.75","2,897.27","2,887.30","","0.09%"
"06/14/2019","2,886.98","2,886.82","2,894.45","2,879.62","","-0.16%"
"06/13/2019","2,891.64","2,886.24","2,895.24","2,881.99","","0.41%"
"06/12/2019","2,879.84","2,882.73","2,888.57","2,874.68","","-0.20%"
"06/11/2019","2,885.72","2,903.27","2,910.61","2,878.53","","-0.03%"
"06/10/2019","2,886.73","2,885.83","2,904.77","2,885.51","","0.47%"
"06/07/2019","2,873.34","2,852.87","2,884.97","2,852.87","","1.05%"
"06/06/2019","2,843.49","2,828.51","2,852.10","2,822.45","","0.61%"
"06/05/2019","2,826.15","2,818.09","2,827.28","2,800.92","","0.82%"
"06/04/2019","2,803.27","2,762.64","2,804.49","2,762.64","","2.14%"
"06/03/2019","2,744.45","2,751.53","2,763.07","2,728.81","","-0.28%"
"05/31/2019","2,752.06","2,766.15","2,768.98","2,750.52","","-1.32%"
"05/30/2019","2,788.86","2,786.94","2,799.00","2,776.74","","0.21%"
"05/29/2019","2,783.02","2,790.25","2,792.03","2,766.06","","-0.69%"
"05/28/2019","2,802.39","2,830.03","2,840.51","2,801.58","","-0.84%"
"05/24/2019","2,826.06","2,832.41","2,841.36","2,820.19","","0.14%"
"05/23/2019","2,822.24","2,836.70","2,836.70","2,805.49","","-1.19%"
"05/22/2019","2,856.27","2,856.06","2,865.47","2,851.11","","-0.28%"
"05/21/2019","2,864.36","2,854.02","2,868.88","2,854.02","","0.85%"
"05/20/2019","2,840.23","2,841.94","2,853.86","2,831.29","","-0.67%"
"05/17/2019","2,859.53","2,858.60","2,885.48","2,854.23","","-0.58%"
"05/16/2019","2,876.32","2,855.80","2,892.15","2,855.80","","0.89%"
"05/15/2019","2,850.96","2,820.38","2,858.68","2,815.08","","0.58%"
"05/14/2019","2,834.41","2,820.12","2,852.54","2,820.12","","0.80%"
"05/13/2019","2,811.87","2,840.19","2,840.19","2,801.43","","-2.41%"
"05/10/2019","2,881.40","2,863.10","2,891.31","2,825.39","","0.37%"
"05/09/2019","2,870.72","2,859.84","2,875.97","2,836.40","","-0.30%"
"05/08/2019","2,879.42","2,879.61","2,897.96","2,873.28","","-0.16%"
"05/07/2019","2,884.05","2,913.03","2,913.03","2,862.60","","-1.65%"
"05/06/2019","2,932.47","2,908.89","2,937.32","2,898.21","","-0.45%"
"05/03/2019","2,945.64","2,929.21","2,947.85","2,929.21","","0.96%"
"05/02/2019","2,917.52","2,922.16","2,931.68","2,900.50","","-0.21%"
"05/01/2019","2,923.73","2,952.33","2,954.13","2,923.36","","-0.75%"
"04/30/2019","2,945.83","2,937.14","2,948.22","2,924.11","","0.10%"
"04/29/2019","2,943.03","2,940.58","2,949.52","2,939.35","","0.11%"
"04/26/2019","2,939.88","2,925.81","2,939.88","2,917.56","","0.47%"
"04/25/2019","2,926.17","2,928.99","2,933.10","2,912.84","","-0.04%"
"04/24/2019","2,927.25","2,934.00","2,936.83","2,926.05","","-0.22%"
"04/23/2019","2,933.68","2,909.99","2,936.31","2,908.53","","0.88%"
"04/22/2019","2,907.97","2,898.78","2,909.51","2,896.35","","0.10%"
"04/18/2019","2,905.03","2,904.81","2,908.40","2,891.90","","0.16%"
"04/17/2019","2,900.45","2,916.04","2,918.00","2,895.45","","-0.23%"
"04/16/2019","2,907.06","2,912.26","2,916.06","2,900.71","","0.05%"
"04/15/2019","2,905.58","2,908.32","2,909.60","2,896.48","","-0.06%"
"04/12/2019","2,907.41","2,900.86","2,910.54","2,898.37","","0.66%"
"04/11/2019","2,888.32","2,891.92","2,893.42","2,881.99","","0.00%"
"04/10/2019","2,888.21","2,881.37","2,889.71","2,879.13","","0.35%"
"04/09/2019","2,878.20","2,886.58","2,886.88","2,873.33","","-0.61%"
"04/08/2019","2,895.77","2,888.46","2,895.95","2,880.78","","0.10%"
"04/05/2019","2,892.74","2,884.16","2,893.24","2,882.99","","0.46%"
"04/04/2019","2,879.39","2,873.99","2,881.28","2,867.14","","0.21%"
"04/03/2019","2,873.40","2,876.09","2,885.25","2,865.17","","0.21%"
"04/02/2019","2,867.24","2,868.24","2,872.90","2,858.75","","0.00%"
"04/01/2019","2,867.19","2,848.63","2,869.40","2,848.63","","1.16%"
"03/29/2019","2,834.40","2,828.27","2,836.03","2,819.23","","0.67%"
"03/28/2019","2,815.44","2,809.40","2,819.71","2,798.77","","0.36%"
"03/27/2019","2,805.37","2,819.72","2,825.56","2,787.72","","-0.46%"
"03/26/2019","2,818.46","2,812.66","2,829.87","2,803.99","","0.72%"
"03/25/2019","2,798.36","2,796.01","2,809.79","2,785.02","","-0.08%"
"03/22/2019","2,800.71","2,844.52","2,846.16","2,800.47","","-1.90%"
"03/21/2019","2,854.88","2,819.72","2,860.31","2,817.38","","1.09%"
"03/20/2019","2,824.23","2,831.34","2,843.54","2,812.43","","-0.29%"
"03/19/2019","2,832.57","2,840.76","2,852.42","2,823.27","","-0.01%"
"03/18/2019","2,832.94","2,822.61","2,835.41","2,821.99","","0.37%"
"03/15/2019","2,822.48","2,810.79","2,830.73","2,810.79","","0.50%"
"03/14/2019","2,808.48","2,810.38","2,815.00","2,803.46","","-0.09%"
"03/13/2019","2,810.92","2,799.78","2,821.24","2,799.78","","0.69%"
"03/12/2019","2,791.52","2,787.34","2,798.32","2,786.73","","0.30%"
"03/11/2019","2,783.30","2,747.61","2,784.00","2,747.61","","1.47%"
"03/08/2019","2,743.07","2,730.79","2,744.13","2,722.27","","-0.21%"
"03/07/2019","2,748.93","2,766.53","2,767.25","2,739.09","","-0.81%"
"03/06/2019","2,771.45","2,790.27","2,790.27","2,768.69","","-0.65%"
"03/05/2019","2,789.65","2,794.41","2,796.44","2,782.97","","-0.11%"
"03/04/2019","2,792.81","2,814.37","2,816.88","2,767.66","","-0.39%"
"03/01/2019","2,803.69","2,798.22","2,808.02","2,787.38","","0.69%"
"02/28/2019","2,784.49","2,788.11","2,793.73","2,782.51","","-0.28%"
"02/27/2019","2,792.38","2,787.50","2,795.76","2,775.13","","-0.05%"
"02/26/2019","2,793.90","2,792.36","2,803.12","2,789.47","","-0.08%"
"02/25/2019","2,796.11","2,804.35","2,813.49","2,794.99","","0.12%"
"02/22/2019","2,792.67","2,780.67","2,794.20","2,779.11","","0.64%"
"02/21/2019","2,774.88","2,780.24","2,781.58","2,764.55","","-0.35%"
"02/20/2019","2,784.70","2,779.05","2,789.88","2,774.06","","0.18%"
"02/19/2019","2,779.76","2,769.28","2,787.33","2,767.29","","0.15%"
"02/15/2019","2,775.60","2,760.24","2,775.66","2,760.24","","1.09%"
"02/14/2019","2,745.73","2,743.50","2,757.90","2,731.23","","-0.27%"
"02/13/2019","2,753.03","2,750.30","2,761.85","2,748.63","","0.30%"
"02/12/2019","2,744.73","2,722.61","2,748.19","2,722.61","","1.29%"
"02/11/2019","2,709.80","2,712.40","2,718.05","2,703.79","","0.07%"
"02/08/2019","2,707.88","2,692.36","2,708.07","2,681.83","","0.07%"
"02/07/2019","2,706.05","2,717.53","2,719.32","2,687.26","","-0.94%"
"02/06/2019","2,731.61","2,735.05","2,738.08","2,724.15","","-0.22%"
"02/05/2019","2,737.70","2,728.34","2,738.98","2,724.03","","0.47%"
"02/04/2019","2,724.87","2,706.49","2,724.99","2,698.75","","0.68%"
"02/01/2019","2,706.53","2,702.32","2,716.66","2,696.88","","0.09%"
"01/31/2019","2,704.10","2,685.49","2,708.95","2,678.65","","0.86%"
"01/30/2019","2,681.05","2,653.62","2,690.44","2,648.34","","1.55%"
"01/29/2019","2,640.00","2,644.89","2,650.93","2,631.05","","-0.15%"
"01/28/2019","2,643.85","2,644.97","2,644.97","2,624.06","","-0.78%"
"01/25/2019","2,664.76","2,657.44","2,672.38","2,657.33","","0.85%"
"01/24/2019","2,642.33","2,638.84","2,647.20","2,627.01","","0.14%"
"01/23/2019","2,638.70","2,643.48","2,653.19","2,612.86","","0.22%"
"01/22/2019","2,632.90","2,657.88","2,657.88","2,617.27","","-1.42%"
"01/18/2019","2,670.71","2,651.27","2,675.47","2,647.58","","1.32%"
"01/17/2019","2,635.96","2,609.28","2,645.06","2,606.36","","0.76%"
"01/16/2019","2,616.10","2,614.75","2,625.76","2,612.68","","0.22%"
"01/15/2019","2,610.30","2,585.10","2,613.08","2,585.10","","1.07%"
"01/14/2019","2,582.61","2,580.31","2,589.32","2,570.41","","-0.53%"
"01/11/2019","2,596.26","2,588.11","2,596.27","2,577.40","","-0.01%"
"01/10/2019","2,596.64","2,573.51","2,597.82","2,562.02","","0.45%"
"01/09/2019","2,584.96","2,580.00","2,595.32","2,568.89","","0.41%"
"01/08/2019","2,574.41","2,568.11","2,579.82","2,547.56","","0.97%"
"01/07/2019","2,549.69","2,535.61","2,566.16","2,524.56","","0.70%"
"01/04/2019","2,531.94","2,474.33","2,538.07","2,474.33","","3.43%"
"01/03/2019","2,447.89","2,491.92","2,493.14","2,443.96","","-2.48%"
"01/02/2019","2,510.03","2,476.96","2,519.49","2,467.47","","0.13%"
"12/31/2018","2,506.85","2,498.94","2,509.24","2,482.82","","0.85%"
"12/28/2018","2,485.74","2,498.77","2,520.27","2,472.89","","-0.12%"
"12/27/2018","2,488.83","2,442.50","2,489.10","2,397.94","","0.86%"
"12/26/2018","2,467.70","2,363.12","2,467.76","2,346.58","","4.96%"
"12/24/2018","2,351.10","2,400.56","2,410.34","2,351.10","","-2.71%"
"12/21/2018","2,416.62","2,465.38","2,504.41","2,408.55","","-2.06%"
"12/20/2018","2,467.42","2,496.77","2,509.63","2,441.18","","-1.58%"
"12/19/2018","2,506.96","2,547.05","2,585.29","2,488.96","","-1.54%"
"12/18/2018","2,546.16","2,559.90","2,573.99","2,528.71","","0.01%"
"12/17/2018","2,545.94","2,590.75","2,601.13","2,530.54","","-2.08%"
"12/14/2018","2,599.95","2,629.68","2,635.07","2,593.84","","-1.91%"
"12/13/2018","2,650.54","2,658.70","2,670.19","2,637.27","","-0.02%"
"12/12/2018","2,651.07","2,658.23","2,685.44","2,650.26","","0.54%"
"12/11/2018","2,636.78","2,664.44","2,674.35","2,621.30","","-0.04%"
"12/10/2018","2,637.72","2,630.86","2,647.51","2,583.23","","0.18%"
"12/07/2018","2,633.08","2,691.26","2,708.54","2,623.14","","-2.33%"
"12/06/2018","2,695.95","2,663.51","2,696.15","2,621.53","","-0.15%"
"12/04/2018","2,700.06","2,782.43","2,785.93","2,697.18","","-3.24%"
"12/03/2018","2,790.37","2,790.50","2,800.18","2,773.38","","1.09%"
"11/30/2018","2,760.17","2,737.76","2,760.88","2,732.76","","0.82%"
"11/29/2018","2,737.76","2,736.97","2,753.75","2,722.94","","-0.22%"
"11/28/2018","2,743.79","2,691.45","2,744.00","2,684.38","","2.30%"
"11/27/2018","2,682.17","2,663.75","2,682.53","2,655.89","","0.33%"
"11/26/2018","2,673.45","2,649.97","2,674.35","2,649.97","","1.55%"
"11/23/2018","2,632.56","2,633.36","2,647.55","2,631.09","","-0.66%"
"11/21/2018","2,649.93","2,657.74","2,670.73","2,649.82","","0.30%"
"11/20/2018","2,641.89","2,654.60","2,669.44","2,631.52","","-1.82%"
"11/19/2018","2,690.73","2,730.74","2,733.16","2,681.09","","-1.66%"
"11/16/2018","2,736.27","2,718.54","2,746.75","2,712.16","","0.22%"
"11/15/2018","2,730.20","2,693.52","2,735.38","2,670.75","","1.06%"
"11/14/2018","2,701.58","2,737.90","2,746.80","2,685.75","","-0.76%"
"11/13/2018","2,722.18","2,730.05","2,754.60","2,714.98","","-0.15%"
"11/12/2018","2,726.22","2,773.93","2,775.99","2,722.00","","-1.97%"
"11/09/2018","2,781.01","2,794.10","2,794.10","2,764.24","","-0.92%"
"11/08/2018","2,806.83","2,806.38","2,814.75","2,794.99","","-0.25%"
"11/07/2018","2,813.89","2,774.13","2,815.15","2,774.13","","2.12%"
"11/06/2018","2,755.45","2,738.40","2,756.82","2,737.08","","0.63%"
"11/05/2018","2,738.31","2,726.37","2,744.27","2,717.94","","0.56%"
"11/02/2018","2,723.06","2,745.45","2,756.55","2,700.44","","-0.63%"
"11/01/2018","2,740.37","2,717.58","2,741.67","2,708.85","","1.06%"
"10/31/2018","2,711.74","2,705.60","2,736.69","2,705.60","","1.09%"
"10/30/2018","2,682.63","2,640.68","2,685.43","2,635.34","","1.57%"
"10/29/2018","2,641.25","2,682.65","2,706.85","2,603.54","","-0.66%"
"10/26/2018","2,658.69","2,667.86","2,692.38","2,628.16","","-1.73%"
"10/25/2018","2,705.57","2,674.88","2,722.70","2,667.84","","1.86%"
"10/24/2018","2,656.10","2,737.87","2,742.59","2,651.89","","-3.09%"
"10/23/2018","2,740.69","2,721.03","2,753.59","2,691.43","","-0.55%"
"10/22/2018","2,755.88","2,773.94","2,778.94","2,749.22","","-0.43%"
"10/19/2018","2,767.78","2,775.66","2,797.77","2,760.27","","-0.04%"
"10/18/2018","2,768.78","2,802.00","2,806.04","2,755.18","","-1.44%"
"10/17/2018","2,809.21","2,811.67","2,816.94","2,781.81","","-0.03%"
"10/16/2018","2,809.92","2,767.05","2,813.46","2,766.91","","2.15%"
"10/15/2018","2,750.79","2,763.83","2,775.99","2,749.03","","-0.59%"
"10/12/2018","2,767.13","2,770.54","2,775.77","2,729.44","","1.42%"
"10/11/2018","2,728.37","2,776.87","2,795.14","2,710.51","","-2.06%"
"10/10/2018","2,785.68","2,873.90","2,874.02","2,784.86","","-3.29%"
"10/09/2018","2,880.34","2,882.51","2,894.83","2,874.27","","-0.14%"
"10/08/2018","2,884.43","2,877.53","2,889.45","2,862.08","","-0.04%"
"10/05/2018","2,885.57","2,902.54","2,909.64","2,869.29","","-0.55%"
"10/04/2018","2,901.61","2,919.35","2,919.78","2,883.92","","-0.82%"
"10/03/2018","2,925.51","2,931.69","2,939.86","2,921.36","","0.07%"
"10/02/2018","2,923.43","2,923.80","2,931.42","2,919.37","","-0.04%"
"10/01/2018","2,924.59","2,926.29","2,937.06","2,917.91","","0.36%"
"09/28/2018","2,913.98","2,910.03","2,920.53","2,907.50","","0.00%"
"09/27/2018","2,914.00","2,911.65","2,927.22","2,909.27","","0.28%"
"09/26/2018","2,905.97","2,916.98","2,931.15","2,903.28","","-0.33%"
"09/25/2018","2,915.56","2,921.75","2,923.95","2,913.70","","-0.13%"
"09/24/2018","2,919.37","2,921.83","2,923.79","2,912.63","","-0.35%"
"09/21/2018","2,929.67","2,936.76","2,940.91","2,927.11","","-0.04%"
"09/20/2018","2,930.75","2,919.73","2,934.80","2,919.73","","0.78%"
"09/19/2018","2,907.95","2,906.60","2,912.36","2,903.82","","0.13%"
"09/18/2018","2,904.31","2,890.74","2,911.17","2,890.43","","0.54%"
"09/17/2018","2,888.80","2,903.83","2,904.65","2,886.16","","-0.56%"
"09/14/2018","2,904.98","2,906.38","2,908.30","2,895.77","","0.03%"
"09/13/2018","2,904.18","2,896.85","2,906.76","2,896.39","","0.53%"
"09/12/2018","2,888.92","2,888.29","2,894.65","2,879.20","","0.04%"
"09/11/2018","2,887.89","2,871.57","2,892.52","2,866.78","","0.37%"
"09/10/2018","2,877.13","2,881.39","2,886.93","2,875.94","","0.19%"
"09/07/2018","2,871.68","2,868.26","2,883.81","2,864.12","","-0.22%"
"09/06/2018","2,878.05","2,888.64","2,892.05","2,867.29","","-0.37%"
"09/05/2018","2,888.60","2,891.59","2,894.21","2,876.92","","-0.28%"
"09/04/2018","2,896.72","2,896.96","2,900.18","2,885.13","","-0.17%"
"08/31/2018","2,901.52","2,898.37","2,906.32","2,891.73","","0.01%"
"08/30/2018","2,901.13","2,908.94","2,912.46","2,895.22","","-0.44%"
"08/29/2018","2,914.04","2,900.62","2,916.50","2,898.40","","0.57%"
"08/28/2018","2,897.52","2,901.45","2,903.77","2,893.50","","0.03%"
"08/27/2018","2,896.74","2,884.69","2,898.25","2,884.69","","0.77%"
"08/24/2018","2,874.69","2,862.35","2,876.16","2,862.35","","0.62%"
"08/23/2018","2,856.98","2,860.29","2,868.78","2,854.03","","-0.17%"
"08/22/2018","2,861.82","2,860.99","2,867.54","2,856.05","","-0.04%"
"08/21/2018","2,862.96","2,861.51","2,873.23","2,861.32","","0.21%"
"08/20/2018","2,857.05","2,853.93","2,859.76","2,850.62","","0.24%"
"08/17/2018","2,850.13","2,838.32","2,855.63","2,833.73","","0.33%"
"08/16/2018","2,840.69","2,831.44","2,850.49","2,831.44","","0.79%"
"08/15/2018","2,818.37","2,827.95","2,827.95","2,802.49","","-0.76%"
"08/14/2018","2,839.96","2,827.88","2,843.11","2,826.58","","0.64%"
"08/13/2018","2,821.93","2,835.46","2,843.40","2,819.88","","-0.40%"
"08/10/2018","2,833.28","2,839.64","2,842.20","2,825.81","","-0.71%"
"08/09/2018","2,853.58","2,857.19","2,862.48","2,851.98","","-0.14%"
"08/08/2018","2,857.70","2,856.79","2,862.44","2,853.09","","-0.03%"
"08/07/2018","2,858.45","2,855.92","2,863.43","2,855.92","","0.28%"
